INSERT INTO Gioco(ID_Gioco, CF_Giocatore, Importo, Vincita , Data_Giocata ,Numero_Scommesso, Colore_Scommesso  ) VALUES 
( "EMB7SMHBOM" ,  TLNYEGIAXYAA8UGJ ,  " " ),
( "FIM2SG9U8V" ,  3.64 ,  "2011/03/26" ,  "2011/03/29" ,  "Mystic Oasis"),
( "7AK3BCQGF1" ,  15.71 ,  "2004/02/18" ,  "2004/02/21" ,  "Sunset Plaza"),
( "K444OAE2GS" ,  3.02 ,  "1999/10/07" ,  "1999/10/10" ,  "Silver Sands"),
( "BME5RYMILT" ,  3.63 ,  "2019/12/10" ,  "2019/12/13" ,  "Crystal Peak"),
( "DD8A3CDETE" ,  19.99 ,  "2016/12/20" ,  "2016/12/23" ,  "Palm Grove"),
( "IUXWWQW8B0" ,  5.84 ,  "2015/05/20" ,  "2015/05/23" ,  "Treasure Island"),
( "7P0G30DMS6" ,  13.47 ,  "2019/08/17" ,  "2019/08/20" ,  "Sapphire Sky"),
( "G1RLX6H2VQ" ,  18.44 ,  "2008/08/28" ,  "2008/08/31" ,  "Vegas Lights"),
( "CF4B3244XK" ,  16.84 ,  "1995/11/19" ,  "1995/11/22" ,  "Vegas Lights"),
( "S44RTV1BO8" ,  16.9 ,  "2008/10/09" ,  "2008/10/12" ,  "Silver Sands"),
( "XGONBHZ2W1" ,  16.27 ,  "1990/11/20" ,  "1990/11/23" ,  "Neon Nights"),
( "HT2NZGVOZO" ,  17.5 ,  "2003/01/23" ,  "2003/01/26" ,  "Golden Gate"),
( "Y0EV2NTILU" ,  5.23 ,  "2002/08/09" ,  "2002/08/12" ,  "Sunset Sands"),
( "3LE774ANIV" ,  10.54 ,  "2009/06/27" ,  "2009/06/30" ,  "Sunset Strip"),
( "Y3TLFYY2VP" ,  18.0 ,  "2010/01/16" ,  "2010/01/19" ,  "Crimson Casino"),
( "V6KGFIAST1" ,  5.08 ,  "2009/05/10" ,  "2009/05/13" ,  "Emerald Star"),
( "77Q9GUJKCP" ,  0.87 ,  "1991/09/22" ,  "1991/09/25" ,  "Vegas Mirage"),
( "QXRJ6NITRL" ,  5.79 ,  "2005/07/27" ,  "2005/07/30" ,  "Silver Stream"),
( "BP8YOQMY9B" ,  19.63 ,  "2002/11/06" ,  "2002/11/09" ,  "Silver Stream"),
( "AE1MY86SMM" ,  7.57 ,  "2006/08/09" ,  "2006/08/12" ,  "Moonlit Cove"),
( "BDJN432B89" ,  17.42 ,  "2020/09/22" ,  "2020/09/25" ,  "Moonlit Cove"),
( "XR7PDO2UWH" ,  15.99 ,  "2008/05/26" ,  "2008/05/29" ,  "Royal Dice"),
( "RHQLRAMERT" ,  14.7 ,  "2019/08/06" ,  "2019/08/09" ,  "Crimson Casino"),
( "A3284KS7TG" ,  19.91 ,  "1997/12/16" ,  "1997/12/19" ,  "Crystal Cove"),
( "FB5FSNNIES" ,  12.46 ,  "2004/07/03" ,  "2004/07/06" ,  "Silver Sands"),
( "FLYT7Q8BEW" ,  19.16 ,  "2015/02/17" ,  "2015/02/20" ,  "Sapphire Sky"),
( "6Q4BURK9RT" ,  18.57 ,  "2007/09/27" ,  "2007/09/30" ,  "Royal Flush"),
( "8C35PM9GB4" ,  0.8 ,  "2011/08/04" ,  "2011/08/07" ,  "Wild West"),
( "G9Q5RWWZZ3" ,  19.64 ,  "2008/09/28" ,  "2008/10/01" ,  "Blue Horizon"),
( "OI6JDQKYTB" ,  3.51 ,  "2010/12/15" ,  "2010/12/18" ,  "Silver Sands"),
( "CTNES6K3V2" ,  1.62 ,  "1991/02/27" ,  "1991/03/02" ,  "Starlight Casino"),
( "7CUVIXNT6V" ,  14.37 ,  "2014/04/06" ,  "2014/04/09" ,  "Skyline Gaming"),
( "S56T4EMHUA" ,  2.95 ,  "2012/01/24" ,  "2012/01/27" ,  "Lucky Spin Casino"),
( "CX331UTHYJ" ,  18.41 ,  "2015/02/01" ,  "2015/02/04" ,  "Palm Grove"),
( "Y5A7AEBVMR" ,  15.87 ,  "2013/06/05" ,  "2013/06/08" ,  "Crystal Cove"),
( "54SHOGQKPV" ,  17.98 ,  "2013/04/13" ,  "2013/04/16" ,  "Red Lantern"),
( "A1H1VROVR7" ,  6.88 ,  "2007/03/01" ,  "2007/03/04" ,  "Neon Dreams"),
( "491490AYV7" ,  7.7 ,  "1995/10/27" ,  "1995/10/30" ,  "Jade Palace"),
( "SWQZP6VYTH" ,  7.47 ,  "2002/12/19" ,  "2002/12/22" ,  "Ocean Jewel"),
( "23DU3LMNJE" ,  1.44 ,  "1990/06/26" ,  "1990/06/29" ,  "Neon Nights"),
( "YF4A2T0JCI" ,  14.13 ,  "2007/05/25" ,  "2007/05/28" ,  "Moonlit Cove"),
( "FVY7F9MJ0M" ,  10.33 ,  "2006/12/13" ,  "2006/12/16" ,  "Crystal Cove"),
( "277AX7CYAC" ,  2.35 ,  "1993/08/14" ,  "1993/08/17" ,  "Sunset Strip"),
( "S2MFZPBN4U" ,  0.52 ,  "2014/11/28" ,  "2014/12/01" ,  "Golden Gate"),
( "OZ6N1I69S4" ,  3.93 ,  "2017/04/13" ,  "2017/04/16" ,  "Silver Sands"),
( "WD5QVTO0TU" ,  17.72 ,  "1999/06/14" ,  "1999/06/17" ,  "Emerald Casino"),
( "WTBN3XK9TL" ,  10.52 ,  "2008/04/05" ,  "2008/04/08" ,  "Crystal Peak"),
( "ZXMCJ8VD1J" ,  13.24 ,  "1996/03/13" ,  "1996/03/16" ,  "Royal Dice"),
( "5ADAQACQ6H" ,  11.11 ,  "2000/01/24" ,  "2000/01/27" ,  "Neon Nights"),
( "D2BJIQZR10" ,  4.66 ,  "2007/09/10" ,  "2007/09/13" ,  "Vegas Mirage"),
( "KNSJKNWM68" ,  1.41 ,  "2006/06/01" ,  "2006/06/04" ,  "Emerald Star"),
( "SZH9MMN0HN" ,  12.28 ,  "2010/09/07" ,  "2010/09/10" ,  "Palm Grove"),
( "41V63IYF87" ,  0.96 ,  "2019/03/26" ,  "2019/03/29" ,  "Blue Horizon"),
( "B0QOK05XBI" ,  9.39 ,  "2014/06/04" ,  "2014/06/07" ,  "Golden Palace"),
( "N4DXWH0FXI" ,  10.95 ,  "1996/07/14" ,  "1996/07/17" ,  "Sunset Plaza"),
( "TJAWA0P7A3" ,  7.25 ,  "1991/03/09" ,  "1991/03/12" ,  "Dreamland Casino"),
( "VPO1WG8B3Z" ,  6.6 ,  "2000/12/05" ,  "2000/12/08" ,  "Ruby Ridge");



INSERT INTO Scomessa_Cavallo(ID_Scommessa, Cavallo, Gara) VALUES 
( "GZ3IIMEY2O" ,  "Mystic Mirage" ,  "Amber Ascend"),
( "L0C4TGZ2H3" ,  "Jade Jumper" ,  "Royal Rumble"),
( "F2X5FRTD8R" ,  "Cosmic Canter" ,  "Crystal Classic"),
( "RXHHE1WZHC" ,  "Stormy Sky" ,  "Velvet Victory"),
( "Z4ZEZZQYG6" ,  "Firestorm" ,  "Velvet Victory"),
( "FRFB2FTI2P" ,  "Bolted Beauty" ,  "Diamond Dash"),
( "VEP4G04U4N" ,  "Thunderbolt" ,  "Scarlet Showdown"),
( "SBFRUGWUTJ" ,  "Phoenix Flight" ,  "Graceful Gallop"),
( "1CXFX1AGG6" ,  "Moonlit Marvel" ,  "Scarlet Showcase"),
( "4GLVLYX6LB" ,  "Velvet Vortex" ,  "Crystal Classic"),
( "L74BSNXBJN" ,  "Marble Majesty" ,  "Silent Showdown"),
( "P6EZB6HY6V" ,  "Thunderbolt" ,  "Moonbeam Maneuver"),
( "BXLSKIO96L" ,  "Moonlit Marvel" ,  "Knightly Knockout"),
( "UT0NIINAZT" ,  "Radiant Runner" ,  "Crimson Challenge"),
( "L5XFFWDO1Y" ,  "Emerald Express" ,  "Pegasus Pursuit"),
( "SCCCRRWPQF" ,  "Rustic Rocket" ,  "Crimson Challenge"),
( "9Y41JQQEM1" ,  "Bolted Beauty" ,  "Sleek Scurry"),
( "HVFNUG749M" ,  "Crimson Canter" ,  "Royal Rumble"),
( "Q2REP421GQ" ,  "Radiant Runner" ,  "Scarlet Showdown"),
( "EC2BQXP2IM" ,  "Whispering Wind" ,  "Treasure Trot"),
( "HO84FHY8GJ" ,  "Aurora Borealis" ,  "Pegasus Pursuit"),
( "NTAEHJDKJ6" ,  "Bolted Beauty" ,  "Ebon Echelon"),
( "AIQYLIZBWN" ,  "Rapid Runner" ,  "Emerald Escapade"),
( "7UO680GM79" ,  "Moonlight Majesty" ,  "Rustic Race"),
( "AKKI0MHRMR" ,  "Silver Streak" ,  "Sunset Showdown"),
( "NI4OAPDTI9" ,  "Crimson Canter" ,  "Diamond Derby"),
( "19DQJ8AFY9" ,  "Marble Majesty" ,  "Stormy Stride"),
( "8IVCR1HQG6" ,  "Firestorm" ,  "Marble March"),
( "8CJAN6OFQA" ,  "Graceful Gallop" ,  "Quicksilver Quest"),
( "1G28R3JKN8" ,  "Scarlet Speedster" ,  "Silent Showdown"),
( "APDIF0Y14N" ,  "Quicksilver" ,  "Starstruck Stride"),
( "0A1K3LLP9P" ,  "Pegasus Pride" ,  "Firefly Fling"),
( "2KJY50MYB4" ,  "Aurora Borealis" ,  "Lively Lope"),
( "EEENB0JBLD" ,  "Radiant Runner" ,  "Silver Sprint"),
( "VVN341OO32" ,  "Quicksilver" ,  "Silent Showdown"),
( "JXK4SI4ZLU" ,  "Moonlit Marvel" ,  "Sleek Sweep"),
( "WHYN0KSWXR" ,  "Quicksilver" ,  "Stellar Stakes"),
( "87MCQWM1SF" ,  "Galactic Gait" ,  "Jade Jamboree"),
( "C178W7PDKN" ,  "Scarlet Speedster" ,  "Aurora Affair"),
( "TZ5L621WGS" ,  "Dashing Dare" ,  "Silver Sprint"),
( "79M9BHJIRM" ,  "Phoenix Flight" ,  "Firefly Fling"),
( "QB55GJC3KH" ,  "Jade Jumper" ,  "Velvet Victory"),
( "2WLIVPSFK7" ,  "Crimson Canter" ,  "Ebon Echelon"),
( "N4TKEFRYMX" ,  "Lunar Lope" ,  "Lunar Lope"),
( "G4XKYD6AC8" ,  "Quicksilver" ,  "Copper Canter"),
( "UQDJOM1NMP" ,  "Silent Serenity" ,  "Velvet Victory"),
( "IZJ6GFQGHV" ,  "Quicksilver" ,  "Golden Gallop"),
( "N1RGC1HEXL" ,  "Midnight Shadow" ,  "Majestic Mayhem"),
( "CANA59CRIU" ,  "Emerald Express" ,  "Velvet Victory"),
( "RXOIU5KG0H" ,  "Marble Majesty" ,  "Stormy Stride"),
( "3H0MMEVD5L" ,  "Firestorm" ,  "Jade Jamboree"),
( "5XB5MJ26NX" ,  "Stormy Sky" ,  "Stormy Stride"),
( "GS07YBVMNN" ,  "Swift Spirit" ,  "Whirlwind Whisk"),
( "2JZRD0BQPB" ,  "Emerald Express" ,  "Pegasus Pursuit"),
( "FIC5WEKAB4" ,  "Pegasus Pride" ,  "Diamond Dash"),
( "LS8HT650SS" ,  "Enchanted Equine" ,  "Silver Sprint"),
( "UM20IUMPWY" ,  "Velvet Vortex" ,  "Jade Jamboree"),
( "0CD7BNEC8N" ,  "Rapid Runner" ,  "Enchanted Endurance"),
( "9HDLO2FZR0" ,  "Silver Streak" ,  "Lunar Lope"),
( "3GKND5UT8D" ,  "Dreamcatcher" ,  "Mystic Marathon"),
( "UJAHU6LFRO" ,  "Bolted Beauty" ,  "Enchanted Endurance"),
( "TMYL03L69E" ,  "Cosmic Canter" ,  "Ruby Rumble"),
( "11BW8J55QL" ,  "Amber Blaze" ,  "Azure Affair"),
( "BRIPDS391K" ,  "Knight Rider" ,  "Majestic Mile"),
( "II3NLIZ1GH" ,  "Whirlwind Wonder" ,  "Ebon Echelon"),
( "R95HOH9B20" ,  "Amber Blaze" ,  "Copper Canter"),
( "OMX1ZIKN60" ,  "Moonlight Majesty" ,  "Majestic Mayhem"),
( "JKQX7GDGN8" ,  "Rustic Rocket" ,  "Scarlet Showcase"),
( "VBY3NXWITO" ,  "Whirlwind Wonder" ,  "Golden Glide"),
( "WNE3QVFFX7" ,  "Royal Racer" ,  "Silent Showdown"),
( "VKZ1GY6AU3" ,  "Mystic Mirage" ,  "Treasure Trot"),
( "8Y455SUYYI" ,  "Dashing Dare" ,  "Lunar Lap"),
( "GOUEJICDE3" ,  "Crimson Comet" ,  "Silent Sweep"),
( "A1PTZIGNQQ" ,  "Graceful Gallop" ,  "Diamond Dash"),
( "Y18PAKAX1W" ,  "Diamond Dash" ,  "Velvet Victory"),
( "CDYA2600P2" ,  "Majestic Mane" ,  "Marble March"),
( "KNG6IFX3Q1" ,  "Starstruck" ,  "Jade Jamboree"),
( "YSE6MAKBFY" ,  "Scarlet Speedster" ,  "Sapphire Sprint"),
( "SIN3LH1SYO" ,  "Cosmic Canter" ,  "Crystal Challenge"),
( "20PQR7GCF0" ,  "Quicksilver" ,  "Ruby Rumble"),
( "58B9N8FZ10" ,  "Moonlit Marvel" ,  "Stormy Stride"),
( "T164DYYO6E" ,  "Midnight Shadow" ,  "Ebon Echelon"),
( "7J1G3K4G3B" ,  "Enchanted Equine" ,  "Whirlwind Whisk"),
( "Y9YJ1Q87F6" ,  "Rapid Runner" ,  "Swift Sprint"),
( "W7ZSSIUYEG" ,  "Phoenix Flight" ,  "Silver Stakes"),
( "LETTR57EOI" ,  "Silver Streak" ,  "Silent Showdown"),
( "ZEC8AN05RO" ,  "Ebon Echo" ,  "Wild Wager"),
( "IO5GBMQMJK" ,  "Crimson Canter" ,  "Rapid Rally"),
( "U4DG11JOO2" ,  "Silver Arrow" ,  "Sleek Sweep"),
( "A509DC8G0W" ,  "Rustic Rocket" ,  "Marble March"),
( "HJ1RBJRIJ1" ,  "Bolted Beauty" ,  "Aurora Affair"),
( "2M1KTVHQX8" ,  "Marble Majesty" ,  "Moonbeam Maneuver"),
( "OLXCNPK3EW" ,  "Whirlwind Wonder" ,  "Whirlwind Whisk"),
( "DU16ECNDVF" ,  "Brilliant Blaze" ,  "Wild Wager"),
( "6Y2ATI70K3" ,  "Victory Verve" ,  "Majestic Mayhem"),
( "F8TEJUZXOS" ,  "Diamond Dash" ,  "Velvet Victory"),
( "U9GAI5JAY1" ,  "Starstruck" ,  "Quicksilver Quest"),
( "ZA5KU77LAN" ,  "Mystic Mirage" ,  "Golden Gallop"),
( "AWDIG20PTY" ,  "Dreamcatcher" ,  "Neon Nudge"),
( "XJAH19U2EL" ,  "Amber Blaze" ,  "Bolted Blaze"),
( "1YH40VFN7V" ,  "Whirlwind Wonder" ,  "Neon Nudge"),
( "TXKLCP68WO" ,  "Thunderbolt" ,  "Diamond Derby"),
( "WYQ2VIERLC" ,  "Diamond Dash" ,  "Silver Stakes"),
( "KW2EQKMLBU" ,  "Dreamcatcher" ,  "Stormy Stride"),
( "XVTLBH46WS" ,  "Brilliant Blaze" ,  "Amber Ascend"),
( "AYMA9WDZQ0" ,  "Starstruck" ,  "Whirlwind Whisk"),
( "9YVJMKQIR6" ,  "Emerald Express" ,  "Dusk Dash"),
( "TIIZYQV9WV" ,  "Whirlwind Wonder" ,  "Silent Sweep"),
( "KZXG7B97XU" ,  "Galaxy Glide" ,  "Silver Stakes"),
( "FS0MTBXMA0" ,  "Galactic Gait" ,  "Diamond Dash"),
( "R5XXYOCWMQ" ,  "Emerald Express" ,  "Swift Sprint"),
( "PG1XWB7PLP" ,  "Lunar Lope" ,  "Copper Canter"),
( "HLGUUF6H6X" ,  "Lunar Lope" ,  "Majestic Mayhem"),
( "TAP14MP2WA" ,  "Phoenix Flight" ,  "Firelight Fling"),
( "6E5HKBK4LY" ,  "Radiant Runner" ,  "Firelight Fling"),
( "2KYQ0H36F8" ,  "Swift Spirit" ,  "Firelight Fling"),
( "QZQGHIM1C6" ,  "Golden Gallop" ,  "Moonlit Marathon"),
( "6FU0H6ISRS" ,  "Royal Racer" ,  "Rapid Rally"),
( "IA1OINH41K" ,  "Phoenix Flight" ,  "Treasure Trot"),
( "N36BDAG3XK" ,  "Jade Jumper" ,  "Dusk Dash"),
( "UO7TKVYNEZ" ,  "Golden Hoof" ,  "Jade Jamboree"),
( "NZDV9A7A3X" ,  "Firestorm" ,  "Ruby Rumble"),
( "YO7GMAZW00" ,  "Sapphire Sprint" ,  "Stormy Stride"),
( "NFH8K3C4BM" ,  "Pegasus Pride" ,  "Diamond Derby"),
( "H922HPOW86" ,  "Swift Spirit" ,  "Firelight Flight"),
( "QCQKS6ZDLN" ,  "Copper Charge" ,  "Diamond Derby"),
( "Z3Q6YMOHHV" ,  "Rustic Rocket" ,  "Knightly Knockout"),
( "1XNRI0F54C" ,  "Sleek Stallion" ,  "Pegasus Pursuit"),
( "LK8ZL1XGS6" ,  "Sleek Stallion" ,  "Sapphire Stampede"),
( "SNC09CR9YK" ,  "Stormy Sky" ,  "Stormy Stride"),
( "R06RDIX16O" ,  "Majestic Mane" ,  "Silver Stakes"),
( "4C1UA7T0JP" ,  "Moonlit Marvel" ,  "Dreamland Duel"),
( "U9SMTBMKWW" ,  "Crimson Comet" ,  "Dusk Dash"),
( "2UH1LT5MTW" ,  "Dashing Dare" ,  "Knightly Knockout"),
( "XHIX6YE0NJ" ,  "Majestic Mane" ,  "Quicksilver Quest"),
( "VZQ0Q6U1IB" ,  "Dashing Dare" ,  "Scarlet Showdown"),
( "38SRTPAAT9" ,  "Sapphire Sprint" ,  "Dreamland Duel"),
( "5RRLRP4RSW" ,  "Majestic Mane" ,  "Dusk Dash"),
( "A8RHZE923D" ,  "Marble Majesty" ,  "Firelight Fling"),
( "O261ZHNL4P" ,  "Aurora Borealis" ,  "Silver Sprint"),
( "00ID5PTQQT" ,  "Swift Spirit" ,  "Dawn Derby"),
( "W4EQE9MX9O" ,  "Silver Streak" ,  "Crimson Challenge"),
( "DEY6G953N3" ,  "Knight Rider" ,  "Whirlwind Whisk"),
( "6EME7ALZFC" ,  "Dashing Dare" ,  "Pegasus Pursuit"),
( "9TOIILV1YS" ,  "Rapid Runner" ,  "Aurora Affair"),
( "U7NU42M4G7" ,  "Silver Streak" ,  "Crimson Canter"),
( "B9H49FMRV2" ,  "Sapphire Sprint" ,  "Emerald Escapade"),
( "8XK1T16U0C" ,  "Dashing Dare" ,  "Emerald Run"),
( "AM56PEZLLX" ,  "Crimson Comet" ,  "Sunset Showdown"),
( "PWNYJG8299" ,  "Royal Racer" ,  "Velvet Victory");



INSERT INTO Scomessa_Calcio(ID_Scommessa, Risultato, Partita) VALUES 
( "8QPJFTVGD2" ,  "4 3" ,  "Ajax vs Feyenoord"),
( "W7MKI9AOW9" ,  "1 0" ,  "Palmeiras vs Flamengo"),
( "TIWFLH7KE1" ,  "2 4" ,  "Boca vs Independiente"),
( "V21SY8Y3OV" ,  "1 2" ,  "Barcelona vs Valencia"),
( "TAW6LP3WB5" ,  "1 3" ,  "Sevilla vs Valencia"),
( "ZJGZWUSENJ" ,  "1 3" ,  "PSG vs Marseille"),
( "8EEFPJ9BF7" ,  "4 3" ,  "Liverpool vs ManUtd"),
( "MKTK7R2YCJ" ,  "4 0" ,  "Flamengo vs Gremio"),
( "O83ANGD01B" ,  "0 0" ,  "Milan vs Lazio"),
( "LGJQ0TR0KW" ,  "0 1" ,  "Rangers vs Aberdeen"),
( "8UJHGXZS5G" ,  "1 1" ,  "Flamengo vs Botafogo"),
( "8YRVD1VZNY" ,  "1 2" ,  "Porto vs Benfica"),
( "Q5JUKTDSC0" ,  "1 3" ,  "Borussia vs Wolfsburg"),
( "2E79O7KQ98" ,  "3 2" ,  "Lyon vs Bordeaux"),
( "P9WLOU4J49" ,  "3 4" ,  "Porto vs RioAve"),
( "PZQLEXGUUF" ,  "3 1" ,  "Lyon vs Marseille"),
( "GQTQMTVHAP" ,  "3 2" ,  "Milan vs Inter"),
( "HC8SESLPMP" ,  "0 2" ,  "Rangers vs Hearts"),
( "5EZVDSQ2F8" ,  "1 2" ,  "Borussia vs Frankfurt"),
( "IZNDJ8ES2K" ,  "3 4" ,  "Celtic vs Aberdeen"),
( "XMMM7PYLSG" ,  "3 1" ,  "Schalke vs Leverkusen"),
( "OTOPHQC0A5" ,  "0 3" ,  "SaoPaulo vs Santos"),
( "YQGAKYOV42" ,  "0 0" ,  "Atletico vs Valencia"),
( "XDTI0LBMRW" ,  "2 2" ,  "Dortmund vs Bayern"),
( "YZOY1JUX44" ,  "4 1" ,  "Sevilla vs Betis"),
( "FFVBLYZ5ML" ,  "3 4" ,  "Dortmund vs Schalke"),
( "IJ9FETYJC5" ,  "3 4" ,  "Napoli vs Fiorentina"),
( "7OZ0WTS3RY" ,  "1 1" ,  "Ajax vs PSV"),
( "BHH7MC9MYR" ,  "1 2" ,  "Napoli vs Juventus"),
( "MOT4MJZFMP" ,  "4 3" ,  "Flamengo vs Botafogo"),
( "EDP5OY60P1" ,  "1 2" ,  "Barcelona vs Atletico"),
( "0HRFG7H20S" ,  "1 0" ,  "Boca vs SanLorenzo"),
( "G2SRDTUHG1" ,  "2 3" ,  "Rangers vs Celtic"),
( "YVMM6NTYAE" ,  "0 0" ,  "Borussia vs Wolfsburg"),
( "03PWBWWANA" ,  "1 3" ,  "Roma vs Inter"),
( "YDUAXDBS2Z" ,  "0 3" ,  "Roma vs Inter"),
( "MY0EL1SWIF" ,  "3 4" ,  "Besiktas vs Galatasaray"),
( "ZVAWR73AAY" ,  "1 4" ,  "SaoPaulo vs Santos"),
( "OYT0BW3CYI" ,  "1 2" ,  "Schalke vs Leverkusen"),
( "52SRISQ8RK" ,  "4 3" ,  "Inter vs Lazio"),
( "7866F40HZN" ,  "1 3" ,  "Milan vs Roma"),
( "Y9YWDYB6NE" ,  "2 2" ,  "Boca vs SanLorenzo"),
( "QWMOYJW77S" ,  "0 4" ,  "Real vs Sevilla"),
( "Y1DI6XH70J" ,  "1 3" ,  "Ajax vs Feyenoord"),
( "MYFKCQL3O8" ,  "4 2" ,  "Besiktas vs Galatasaray"),
( "HR8KR902QD" ,  "3 0" ,  "Flamengo vs Fluminense"),
( "RVWSTLNHT0" ,  "0 3" ,  "Real vs Sevilla"),
( "QGTOOKBRHB" ,  "0 4" ,  "Barcelona vs RealSociedad"),
( "5E7EMMCNXB" ,  "3 1" ,  "Roma vs Inter"),
( "TH2J59V7FU" ,  "4 1" ,  "Milan vs Napoli"),
( "Y7QLTS5E6U" ,  "3 1" ,  "Real vs Sevilla"),
( "9JEZ7CTCKL" ,  "4 0" ,  "Real vs Villarreal"),
( "EIJ8SNEX6Z" ,  "1 2" ,  "Boca vs Racing"),
( "V915HOFR1R" ,  "0 0" ,  "SaoPaulo vs Flamengo"),
( "SOSJ6JBLXO" ,  "1 0" ,  "Borussia vs Frankfurt"),
( "15CZ7IPVDU" ,  "1 1" ,  "Benfica vs Braga"),
( "PG47OGI51Z" ,  "1 0" ,  "Boca vs SanLorenzo"),
( "S8KCEQ4549" ,  "0 4" ,  "Sporting vs Braga"),
( "7681HELY3S" ,  "3 3" ,  "Atletico vs Valencia"),
( "JV2D1E0ZFB" ,  "3 1" ,  "Rangers vs Hearts"),
( "JJCZAY633Y" ,  "4 4" ,  "Napoli vs Juventus"),
( "3735C617HO" ,  "1 0" ,  "Rangers vs Celtic"),
( "E37WWRU9S2" ,  "3 0" ,  "Real vs Sevilla"),
( "IWOS1LOD1A" ,  "0 1" ,  "ManUtd vs ManCity"),
( "VFU1YPEDJ9" ,  "1 2" ,  "Palmeiras vs Flamengo"),
( "ZLWDFI8ZZI" ,  "0 4" ,  "Sporting vs Braga"),
( "HSVUNP9DFE" ,  "3 3" ,  "Borussia vs Schalke"),
( "0Z1ER5DY6S" ,  "4 4" ,  "Sporting vs Braga"),
( "L0S3JULZ18" ,  "4 2" ,  "Real vs Atletico"),
( "YUNPHOW3O7" ,  "1 1" ,  "Galatasaray vs Fenerbahce"),
( "9RRK7EEY6P" ,  "4 0" ,  "Dortmund vs Leipzig"),
( "77AHZ62MTJ" ,  "2 1" ,  "Sporting vs Braga"),
( "JSQHHK36UB" ,  "3 4" ,  "River vs Independiente"),
( "120BUHRFJS" ,  "3 1" ,  "Fenerbahce vs Trabzonspor"),
( "35NMCRFPYX" ,  "1 2" ,  "Barcelona vs Valencia"),
( "6VVQ7VYPIL" ,  "3 3" ,  "Milan vs Inter"),
( "A8WT4C3MPR" ,  "1 4" ,  "Borussia vs Wolfsburg"),
( "9YDW4J84U3" ,  "3 4" ,  "Liverpool vs Tottenham"),
( "O9O4BAZH89" ,  "4 0" ,  "Borussia vs Wolfsburg"),
( "3TGDWUOXFN" ,  "2 4" ,  "Milan vs Napoli"),
( "MJ21PDM34N" ,  "0 3" ,  "Chelsea vs Arsenal"),
( "ADQNBXGGZU" ,  "3 0" ,  "Flamengo vs Gremio"),
( "QQ9VQZL0TY" ,  "2 2" ,  "Rangers vs Aberdeen"),
( "0VK6R8ARBH" ,  "1 1" ,  "Santos vs Corinthians"),
( "BC7A4KHR0X" ,  "4 0" ,  "Rangers vs Aberdeen"),
( "8169NA5RIL" ,  "1 1" ,  "Borussia vs Leverkusen"),
( "MVT3F6FG10" ,  "4 4" ,  "Celtic vs Aberdeen"),
( "Q7VRS04LNA" ,  "4 0" ,  "Chelsea vs ManCity"),
( "U4EK9ME9G6" ,  "2 1" ,  "PSG vs Marseille"),
( "S568ABORLD" ,  "1 0" ,  "Rangers vs Hearts"),
( "VXFNMCUY8D" ,  "1 0" ,  "Inter vs Lazio"),
( "4EGFX09L98" ,  "0 3" ,  "Rangers vs Hearts"),
( "5BH8FXXX4E" ,  "0 2" ,  "Porto vs RioAve"),
( "FIM2SG9U8V" ,  "1 3" ,  "Flamengo vs Botafogo"),
( "7AK3BCQGF1" ,  "0 3" ,  "Milan vs Lazio"),
( "K444OAE2GS" ,  "4 3" ,  "Celtic vs Rangers"),
( "BME5RYMILT" ,  "3 3" ,  "Boca vs River"),
( "DD8A3CDETE" ,  "0 4" ,  "Chelsea vs Tottenham"),
( "IUXWWQW8B0" ,  "0 4" ,  "Lyon vs Marseille"),
( "7P0G30DMS6" ,  "3 1" ,  "Milan vs Roma"),
( "G1RLX6H2VQ" ,  "0 2" ,  "Ajax vs Feyenoord"),
( "CF4B3244XK" ,  "4 4" ,  "Barcelona vs RealSociedad"),
( "S44RTV1BO8" ,  "4 3" ,  "Borussia vs Wolfsburg"),
( "XGONBHZ2W1" ,  "2 2" ,  "Galatasaray vs Fenerbahce"),
( "HT2NZGVOZO" ,  "1 2" ,  "Atletico vs Valencia"),
( "Y0EV2NTILU" ,  "1 2" ,  "ManUtd vs ManCity"),
( "3LE774ANIV" ,  "3 1" ,  "Borussia vs Leverkusen"),
( "Y3TLFYY2VP" ,  "2 3" ,  "Rangers vs Hearts"),
( "V6KGFIAST1" ,  "3 0" ,  "Atletico vs Real"),
( "77Q9GUJKCP" ,  "1 1" ,  "Porto vs RioAve"),
( "QXRJ6NITRL" ,  "1 2" ,  "Flamengo vs Gremio"),
( "BP8YOQMY9B" ,  "2 0" ,  "Inter vs Lazio"),
( "AE1MY86SMM" ,  "0 2" ,  "Everton vs Liverpool"),
( "BDJN432B89" ,  "0 3" ,  "Benfica vs Sporting"),
( "XR7PDO2UWH" ,  "1 1" ,  "Borussia vs Schalke"),
( "RHQLRAMERT" ,  "1 3" ,  "Liverpool vs Tottenham"),
( "A3284KS7TG" ,  "4 0" ,  "Barcelona vs Atletico"),
( "FB5FSNNIES" ,  "3 4" ,  "Bayern vs Dortmund"),
( "FLYT7Q8BEW" ,  "2 0" ,  "Benfica vs Porto"),
( "6Q4BURK9RT" ,  "1 4" ,  "Roma vs Lazio"),
( "8C35PM9GB4" ,  "1 2" ,  "River vs Racing"),
( "G9Q5RWWZZ3" ,  "3 2" ,  "Juventus vs Napoli"),
( "OI6JDQKYTB" ,  "2 0" ,  "Barcelona vs Sevilla"),
